"stock_code","cb_all","label_all","category","title1","date","news","urls","number","stand","news_num","업종.x","year","매출액","자산총계","영업이익률","부채비율","EPS","buildingyear","Psell","amount","low","recovery","recovery_day","low_day","Pratio","low_day2","recovery_day2"
5930,"삼성전자",8358,"외국인순매도","삼성전자, 6일 만에 하락…외국인 매도","2018-01-30","[아시아경제 박나영 기자]삼성전자가 6거래일 만에 하락세다.30일 오전 10시12분 현재 삼성전자는 전 거래일 대비 4만1000원(1.6%) 내린 252만원에 거래 중이다. 지난 22일 240만원대 초반까지 떨어졌다가 6일 간 꾸준히 상승했다. 이 시각 매도창구 상위에 씨티그룹, HSBC, 모건스탠리 등 외국계 증권사들이 이름을 올리고 있다.박나영 기자 bohena","https://finance.naver.com/news/market_special_read.nhn?article_id=0004168522&office_id=277&type=title&keyword=",1468,1,19,"통신 및 방송 장비 제조업",2018,2395754,3017521,22.39,40.68,5421,1969,640,245691,"2018-02-09","2018-03-13","27","8",0.0126883425852498,"3-8","16-30"
5930,"삼성전자",6272,"실적부진"," 삼성전자, 악재 선반영···저점매수 구간","2018-03-07","[서울경제] 삼성전자(005930) 주가가 최근 하락했지만 매수 구간에 접어들었다는 분석이 나왔다. 한화투자증권은 7일 삼성전자에 대해 “악재가 주가에 선반영된 만큼 매수 구간에 접어들었다”고 말했다. 다만 올해 영업이익 전망치 하향 조정을 반영해 목표주가는 종전 350만원에서 330만원으로 하향 조정했다. 투자의견은 ‘매수’를 유지했다.이순학 한화투자증구너 연구원은 “그동안 ‘아이폰X(텐)’ 수요 감소와 반도체 업황 둔화 우려, 유기발광다이오드(OLED) 가동률 하락 등으로 삼성전자 주가가 연초 이후 12%나 하락했다”면서도 “악재가 선반영된 상황에서 1분기를 저점으로 실적이 개선될 전망이고 미국 반도체 종목들이 연일 역사적 신고가를 경신하고 있는 만큼 현 시점에서는 적극적인 매수를 추천한다”고 말했다. 1·4분기 영업이익은 14조6,000억원으로 직전 분기(15조1,469억원)보다3.61% 감소할 것으로 보인다. 이 연구원은 “1·4분기 실적은 시장 기대치를 소폭 상회할 것”이라며 “디스플레이 부문은 일각에서 영업적자까지 우려한 바 있으나 4,410억원의 영업이익을 낼 전망이고, 최악의 상황은 벗어난 것으로 보인다”고 설명했다. 반도체 사업부는 계절적 비수기 영향으로 출하량이 감소하고, 원·달러 환율이 전분기 대비 3% 하락할 것으로 예상되지만, 가격 상승에 힘입어 직전 분기와 비슷한 수준의 영업이익을 거둘 것으로 예상했다.삼성전자의 실적은 3·4분기까지 반도체를 중심으로 이익 상승 흐름이 나타날 것으로 예상된다. /서지혜기자 wise","https://finance.naver.com/news/market_special_read.nhn?article_id=0003237620&office_id=011&type=title&keyword=",1487,1,1,"통신 및 방송 장비 제조업",2018,2395754,3017521,22.39,40.68,5421,1969,-420,428541,"increase","increase","increase","increase",-0.00871369294605809,"increase","increase"
5930,"삼성전자",4946,"미국이슈","삼성전자·SK하이닉스, '美-中 반도체 거래 확대' 우려에 약세","2018-03-27","【서울=뉴시스】김형섭 기자 = 미국과 중국이 무역분쟁 해결을 위한 협상 과정에서 한국산 반도체 대신 미국산 반도체 거래를 늘리는 타협안을 모색하고 있다는 소식이 전해지자 27일 삼성전자(005930)와 SK하이닉스(000660) 주가가 내림세로 마감했다.이날 유가증권시장에서 삼성전자는 전 거래일 대비 0.60%(1만5000원) 떨어진 249만9000원에, 삼성전자우는 0.97%(2만원) 떨어진 203만6000원에 거래를 마쳤다.SK하이닉스도 전 거래일 대비 3.10%(2600원) 떨어진 8만1400원에 마감했다. 미·중 무역분쟁 완화 기대감에 코스피 지수는 전 거래일(2437.08)보다 14.98포인트(0.61%) 오른 2452.06에 마감했지만 정작 시가총액 1·2위 종목들은 약세를 면치 못한 것이다.앞서 지난 25일(현지시간) 월스트리트저널(WSJ)은 지난주 대규모 관세 부과 조치를 발표하며 맞붙었던 미·중이 물밑협상을 시작했으며 미국은 중국 측에 무역 불균형 해소를 위한 구체적인 요구 조건 중의 하나로 미국산 반도체 수입 확대를 요구했다고 보도했다.영국 파이낸셜타임스(FT)도 26일(현지시간) 류허 중국 부총리가 스티브 므누신 미국 재무장관에게 한국과 대만산 반도체 수입을 줄이고 미국산 제품 수입을 늘리는 방안을 제시했다고 보도했다.이같은 보도가 이어지면서 마이크론을 비롯한 미국 반도체 업체들의 주가는 크게 상승한 반면 중국이 미국산 반도체 구입을 늘릴 경우 한국과 대만 등의 반도체 기업들이 피해를 입을 것이란 우려가 제기됐다.ephites","https://finance.naver.com/news/market_special_read.nhn?article_id=0008510339&office_id=003&type=title&keyword=",1488,1,5,"통신 및 방송 장비 제조업",2018,2395754,3017521,22.39,40.68,5421,1969,340,237480,"2018-04-04","2018-04-16","14","6",0.00675675675675676,"3-8","12-15"
5930,"삼성전자",4547,"외국인순매도","삼성전자, 2거래일 연속하락..240만원대 붕괴","2018-04-03"," 삼성전자가 2거래일 연속 하락하면서 240만원대가 붕괴 됐다.  3일 오전 9시45분 현재 코스피에서 삼성전자는 전일대비 2.43% 하락한 236만8000원에 거래중이다. 외국인들은 지난 3월23일 이후 삼성전자를 집중 순매도 중이다.   ahnman","https://finance.naver.com/news/market_special_read.nhn?article_id=0003994450&office_id=014&type=title&keyword=",1493,1,11,"통신 및 방송 장비 제조업",2018,2395754,3017521,22.39,40.68,5421,1969,-240,255365,"2018-04-04","2018-04-05","2","1",-0.0050125313283208,"1-2","1-8"
5930,"삼성전자",3480,"미국이슈","美 애플·반도체 하락 영향…삼성전자·SK하이닉스 ↓","2018-04-20","【서울=뉴시스】이국현 기자 = 20일 삼성전자(005930)와 SK하이닉스(000660)가 동반 약세를 보이고 있다. 이날 오전 9시27분 현재 삼성전자는 전날(263만9000원)보다 5만원(1.89%) 내린 258만9000원에 거래되고 있다. SK하이닉스 역시 전날(8만7900원)보다 3000원(3.41%) 내린 8만4900원에 거래 중이다. 밤 사이 뉴욕 증시에서 스마트폰 수요가 약화 관측에 애플과 반도체 관련주가 2~5% 하락 마감한 것이 영향을 미친 것으로 보인다. 이는 대만의 반도체 파운드리 업체인 TSMC의 실적 발표에 기인한다. 전날 TSMC는 주당 순이익이 전년 대비 2.5% 증가했으나 전 분기 대비로는 9.6% 감소했다고 발표했다. 매출은 전년 대비 6.1% 증가한 반면 전 분기 대비로는 10.6% 감소했다. 이에 대해 TSMC 는 주로 모바일제품의 부진에 따른 결과라고 발표했다. 문제는 TSMC가 2분기 매출 전망치를 78~79억 달러로 발표했다는 점이다. 이는 시장 예상치인 88억 달러에 미치지 못하는 것으로 애플과 애플 부품주들의 하락세를 이끌었다. 이 여파가 브로드컴, 마이크론, AMAT 등 반도체 관련 업종으로 확산되며 필라델피아 반도체 지수가 4% 넘게 급락하는 직접적인 요인으로 작용했다.lgh","https://finance.naver.com/news/market_special_read.nhn?article_id=0008554162&office_id=003&type=title&keyword=",1504,1,1,"통신 및 방송 장비 제조업",2018,2395754,3017521,22.39,40.68,5421,1969,180,235220,"2018-04-25","2018-04-27","5","3",0.00347490347490347,"3-8","1-8"
5930,"삼성전자",3243,"외국인순매도","삼성전자, 외국인 매도세에 이틀째 '하락'..250만원 하회","2018-04-25","[이데일리 오희나 기자] 삼성전자가 외국인 매도세에 250만원을 아래로 밀려났다. 25일 오전 9시7분 현재 삼성전자(005930)는 전거래일보다 5만2000원(-2.06%) 내린 247만1000원에 거래되고 있다. 외국인 매도세에 이틀 연속 하락세를 보이고 있다. 삼성전자의 주가가 250만원 아래로 밀린 것은 6거래일만이다. 골드만삭스, UBS, JP모간, 모건스탠리, CS증권 등 외국계 창구를 통해 3만1000여주 이상 순매도가 출회되고 있다.오희나 (hnoh","https://finance.naver.com/news/market_special_read.nhn?article_id=0004086692&office_id=018&type=title&keyword=",1505,1,1,"통신 및 방송 장비 제조업",2018,2395754,3017521,22.39,40.68,5421,1969,-1180,332292,"increase","increase","increase","increase",-0.0239739943112556,"increase","increase"
5930,"삼성전자",2997,"소송","삼성 거래정지中 터진 반도체 악재…SK하이닉스, 집단소송에 2%대 약세","2018-04-30","
삼성전자(005930)가 액면분할로 인해 거래정지에 들어간 가운데, 미국에서 삼성전자, SK하이닉스 등을 대상으로 집단소송이 제기됐다는 소식에 SK하이닉스(000660)가 2% 넘게 내리고 있다. SK하이닉스는 오전 9시 2분 현재 전날보다 2.41% 내린 8만5000원에 거래 중이다.미국 로펌 하겐스버먼(Hagens Berman)은 지난 27일(현지시각) D램 관련 집단소송을 제기할 계획이라고 밝혔다. 하겐스버먼은  “2016년 7월부터 올해 2월까지 삼성전자, 마이크론, SK하이닉스가 D램 공급을 제한해 가격을 상승시켰다”고 배경을 설명했다.한편 삼성전자는 거래정지로 인해 '보합' 상태인 것으로 나타나고 있다. 현재 코스피지수는 0.54% 상승하고 있고, 전기전자업종은 0.17% 약세다.[안재만 기자 hoonpa","https://finance.naver.com/news/market_special_read.nhn?article_id=0000404920&office_id=366&type=title&keyword=",1506,1,1,"통신 및 방송 장비 제조업",2018,2395754,3017521,22.39,40.68,5421,1969,0,0,"infinity","infinity","infinity","infinity",0,"infinity","infinity"
5930,"삼성전자",2208,"외국인순매도","삼성전자, 5만원선 '하회'..액면분할 이후 6% 하락","2018-05-15","[이데일리 성선화 기자] 삼성전자(005930)가 5만원선을 하회하며 약세를 보이고 있다. 액면분할 이후 삼성전자가 5만원대 아래로 떨어진 것은 이번이 처음이다. 15일 오전 10시 20분 현재 삼성전자가 전날 대비 1.10% 하락한 4만 9600원에 거래되고 있다. 지난 4일 액면분할 이후 시초가 5만 3000원으로 첫 거래를 시작한 이후 5거래일 연속 하락하며 4만원대로 떨어졌다. 액면분할 이후 7거래일 동안 하루를 제외하며 하락하며 약 6%가 내렸다.삼성전자의 약세는 외국인과 기관의 공매도가 급증한 탓이 크다. 전날까지 6거래일동안 외국인과 기관은 각각 1721억원, 7717억원을 순매도 했다. 전날 한국거래소에 따르면 이날 기준 삼성전자 전체 거래대금(7595억원) 중 공매도 비중은 14.28%로 약 9.6배 늘었다. 공매도 거래대금은 1085억원, 공매도 수량은 215만 9352주를 기록했다. 액면분할 직전일(4월 27일) 공매도 비중은 1.48%에 불과했다. 이와관련, 황민성 삼성증권 연구원은 “중국 A주의 MCSI지수 편입을 앞두고 한국 비중을 조절하면서 나타나는 일시적 이벤트”라며 “실적은 하반기로 갈수록 개선될 예정으로 저가 매수타이밍”이라고 전망했다.성선화 (jess","https://finance.naver.com/news/market_special_read.nhn?article_id=0004102029&office_id=018&type=title&keyword=",1507,1,1,"통신 및 방송 장비 제조업",2018,2395754,3017521,22.39,40.68,5421,1969,1000,18709146,"increase","increase","increase","increase",0.0199203187250996,"increase","increase"
5930,"삼성전자",1455,"대주주지분처분","삼성전자, 블록딜 소식에 5만원 아래로 하락(종합)","2018-05-30","(서울=연합뉴스) 권수현 기자 = 삼성전자가 삼성생명과 삼성화재의 보유지분 시간 외 대량매매(블록딜) 처분 소식에 30일 3% 넘게 떨어져 5만원 아래로 주저앉았다.     이날 유가증권시장에서 삼성전자는 전 거래일 대비 3.51% 떨어진 4만9천500원에 거래를 마쳤다.     삼성전자가 5만원 아래에서 장을 마감한 것은 지난 18일(종가 4만9천500원) 이후 7거래일만이다.     이날 약보합세를 이어가던 삼성전자는 오후 들어 삼성생명과 삼성화재가 보유지분 일부를 블록딜 방식으로 매각한다는 소식이 전해지면서 낙폭을 키웠다. 장중 한때는 4.29% 하락한 4만9천100원까지 밀렸다.    외국인과 기관이 동반 매도로 주가를 끌어내렸다. 외국인은 이날 삼성전자 주식 2천269억원, 기관은 1천856억원어치를 각각 팔았다.     반면 개인은 4천87억원어치를 사들였다.     삼성생명과 삼성화재는 이날 장 마감 후 공시를 통해 삼성전자 주식 총 2천700만주를 총 1조3천851억원에 매각하기로 결정했다고 공시했다.    삼성생명이 2천298만여주를 약 1조1천790억6천만원에, 삼성화재는 402만주 가량을 2천60억원에 각각 처분한다. 매각은 31일 개장 전 블록딜로 이뤄진다.     처분 후 지분율은 삼성생명이 7.92%, 삼성화재는 1.38%가 된다.     양사는 금융산업의 구조개선에 관한 법률 위반 리스크를 사전에 해소하기 위한 차원에서 삼성전자 지분 처분을 결정했다고 설명했다.    삼성생명은 이날 0.94% 상승한 10만7천500원에, 삼성화재는 1.37% 하락한 25만1천500원에 각각 장을 마쳤다.     inishmore","https://finance.naver.com/news/market_special_read.nhn?article_id=0010117841&office_id=001&type=title&keyword=",1508,1,9,"통신 및 방송 장비 제조업",2018,2395754,3017521,22.39,40.68,5421,1969,1800,20498098,"infinity","infinity","infinity","infinity",0.0350877192982456,"infinity","infinity"
5930,"삼성전자",822,"외국인순매도","삼성전자, 외인+기관 '팔자'에 1% 넘게 하락","2018-06-14","[아시아경제 조호윤 기자]삼성전자가 외국인과 기관의 매도세에 1% 넘게 하락하고 있다.14일 오전 10시12분 현재 삼성전자는 전 거래일보다 1.42% 하락한 4만8700원에 거래되고 있다.주가 하락은 외국인과 기관의 '팔자'와 연관이 있는 것으로 보인다. 이날 오전 10시6분 현재 외국인과 기관은 각각 839억원, 14억원어치를 팔아 치우고 있다.특히 외국인의 경우 5거래일 연속 '팔자' 기조를 유지하면서 매도 규모를 확대 중이다.조호윤 기자 hodoo","https://finance.naver.com/news/market_special_read.nhn?article_id=0004257747&office_id=277&type=title&keyword=",1517,1,9,"통신 및 방송 장비 제조업",2018,2395754,3017521,22.39,40.68,5421,1969,800,20971729,"2018-06-18","infinity","infinity","2",0.0163265306122449,"1-2","infinity"
